title,artist_name,year,duration
Of Myth And Men (Album Version),Red I Flight,2008,259.29098
Better Way Of Life,George Nooks,2001,223.50322
Personal Tragedy,Ron Goodwin,1999,47.51628
Cursed Again,MU330,1997,132.44036
Happy Cycling,Boards of Canada,1996,472.52853
Freedom,Jah Cure,2008,287.65995
Old Friends,Simon & Garfunkel,1968,130.76853
I'm Amazing,Keb' Mo',2004,194.48118
We Will Rock You,Nickelback,2005,119.7971
Pushing Me Away (Album Version),Linkin Park,2000,190.30159
Use Of A Weapon (Album Version),Between The Buried And Me,2002,291.39546
All Too Human,The Flies,2007,222.40608
Porn,Whitney Cummings,2009,78.91546
Mr. Bozack,EPMD,1990,159.26812
Why Don't You Spend The Night,Ronnie Milsap,1980,251.27138
Fade Away,Cama,2009,221.17832
Drive,Pacha Massive,2007,300.93016
My Heart Goes Up,Keira Green,2004,181.26322
Be Like That,3 Doors Down,1999,278.64771
Thanks A Lot,Martina McBride,2005,155.97669
Why Jack Called,Christophe Beck,2006,150.09914
Tus Viejas Cartas,Nicho Hinojosa,2001,188.36853
Consume (LP Version),Sick Of It All,1994,223.7122
Precious Lord,Blind Boy Fuller,1995,167.99302
An Old Fashioned Christmas,Carpenters,1992,134.60853
Belleza Pasajera,Tam Tam Go!,1993,190.04036
Sky Inferno,Goatwhore,2003,221.20444
Roger Milla,Pepe Kalle,2005,369.52771
Towin' The Line,fIREHOSE,1991,167.3922
Out Deh,Gregory Isaacs,2001,216.5024
You Live_ You Die,Devanic,2006,210.88608
Child Of My Kingdom,Arthur Brown,1968,422.16444
Paper Tigers (acoustic version),Tom Cochrane,1997,220.81261
Let's Stop Talkin' About It,Janie Fricke,1999,194.5073
Ai Ni Bian Cheng Hen Ni,Kary Ng,2006,209.55383
The Homecoming Song (Album Version),Owsley,1999,179.64363
I Wish I Had A Girl,Henry Lee Summer,1988,266.4224
Each Time (I Love You More),Jackie Wilson,1959,141.81832
A Movie Of A Placid Lake On A Moonless Night In September - Reprise,Will Ackerman,1992,194.19383
Pure Hatred,The Berzerker,2002,84.1922
Busted,Natalie Cole,2008,236.19873
If You Don't Pray For Me,5 Blind Boys Of Alabama,1996,173.71383
Pushbike Song,Mungo Jerry,2001,155.24526
Not A Kid Anymore,Marco Beltrami,2009,115.04281
Fuego De Noche_ Nieve De Día,Ricky Martin,2001,336.19546
Process to decelerate,Inhume,2003,126.04036
Fake Plastic Trees (Acoustic Version),Radiohead,2009,281.12934
Quiero,Carlos Ponce,2002,240.3522
Don't let go,Pacha Massive,2006,205.89669
Funk You,Babylon Disco,2005,153.44281
Take Me With You,Marilyn Scott,1995,245.62893
Les Playboys (Version Espagnole),Jacques Dutronc,2004,189.36118
Infected,Bad Religion,1994,247.58812
That Old Gang Of Mine,Dean Martin,2002,145.99791
What He Done For Me,Sister Rosetta Tharpe,2002,162.40281
Truth And Lies,The Presets,2006,243.9571
Posters,Five Fingers of Funk,1995,259.3171
Start!,The Jam,1980,135.83628
O.R.P.,Vulgar Pigeons,2004,125.98812
Simple Livin' (Album Version),Gym Class Heroes,2005,186.46159
Loveless,Tullycraft,1999,206.13179
Find Another Way,Captain Hollywood Project,1995,235.62404
Freiwild,K.I.Z.,2005,234.68363
In Da House Skit,50 Cent,2007,27.68934
Popcorn,Richi M.,2000,350.22322
South,Bob Wills,1991,107.93751
Beneath an Evening Sky,Aisha Duo,2005,288.60036
Harmonic Necklace,Penguin Café Orchestra,1981,72.77669
Final Flash,Hatiras,2002,177.13587
What's Wrong,Dead To Me,2008,105.42975
When the Broken Hearted Love Again,Danielle Bollinger,2006,555.54567
Juno,Sub Focus,2005,292.98893
Mikhail's Dream,Stephan Micus,2001,504.94649
Nas águas de Amaralina,Mart'nália,2006,224.36526
Slowly Rising,Soul Asylum,2006,235.20608
Think Back,Galactic,2007,238.96771
Natural (2002 Digital Remaster),ARRESTED DEVELOPMENT,2002,270.36689
Salario Garantito (Versione Strumentale),99 Posse,1992,369.26649
I Know I Can,Dave Hollister,2008,363.38893
It's You,Toots & The Maytals,1996,128.33914
Fever Dream,Steve Vai,1999,364.53832
And The Beat Goes Om,Slackbaba,2006,488.25424
O Brother,Monty Are I,2006,279.24853
The Dropsonde,Caspian,2007,125.07383
Nomads Alive,Marco Beltrami,2004,201.61261
Memory In The Snow,Michael Gettel,1992,221.90975
My Fault (LP Version),Faces,1973,187.42812
Gone,Kanye West / Consequence / Cam'Ron,2005,333.34812
Colin Tries Standing,Zbigniew Preisner,1993,50.99057
My Baby Likes To Shuffle,Sonny Terry,1994,149.41995
The Darker Side,Lizzy Borden,2007,379.11465
Why Do We Do?,Eric Champion,1993,310.77832
You Know What They Do To Guys Like Us In Prison (Album Version),My Chemical Romance,2004,173.73995
Dave D. Blues (how To Make It Sting Like A Career) (Album Version),Mayday,2005,144.40444
Get-U-Now,KMD,2001,147.22567
Explode (Epic Extended Mix),Jordan & Baker,2002,424.9073
Never Gonna Give You Up,Rick Astley,1987,211.69587
A Martyr For My Love For You,The White Stripes,2007,259.5522
I'ma Bang,DMX,2001,306.05016
8th Wonder,The Sugarhill Gang,1981,451.02975
Mönchengladbach Love,Eko Fresh feat. Summer Cem & DJ Ses,2003,244.63628
Please Love Me,B.B.King,1956,167.49669
Those Less Fortunate Than I,Darryl Worley,2000,239.56853
Don't Get Around Much Anymore,Natalie Cole,1991,154.61832
Be,Jessica Simpson,2003,250.04363
The Hunter,Paul Rogers,1993,265.01179
Peaceful World,John Mellencamp,2001,218.67057
There It Go (The Whistle Song),Juelz Santana,2005,180.55791
Cosmonaut,Wolfmother,2009,288.33914
Piece Of Mine,Be Bop Deluxe,1977,312.58077
Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),Fiona,1989,254.17098
Gangsta Roll,Ini Kamoze,2009,229.66812
Feeling Blue,Eric Burdon,2006,288.70485
Glory Bound (LP Version),Martin Sexton,1998,267.36281
Zeit für Streit,ÄI-TIEM,2003,288.20853
Let Thy Ale Swing,Mithotyn,1998,58.30485
Mi Morena (Revised Live Version),Josh Groban,2004,286.27546
Walking The Back Streets And Crying,Little Milton,2007,438.88281
Rockberry Jam,L.a. Dream Team,1985,314.90567
Mindless,Steve Porter,2000,509.33506
You're My Love,Michael Stanley Band,1981,164.07465
Never Look Back,Blue Rodeo,2009,199.05261
Teasin' Brown,North Mississippi Allstars,2005,219.0624
La Muneca de Alcazar,Quadro Nuevo,2002,232.9073
Tule lähemmäs Beibi,Kaija Koo,1993,240.45669
Broken Boy Soldier (KCRW Version),The Raconteurs,2006,230.5824
Quiero,Juana Molina,2003,159.65995
Servin' Tha Fiends,Bone Thugs-N-Harmony,2000,232.202
Soc Mediterrani,Seguridad Social,2005,378.04363
Love Lights,The Sonics,1967,171.15383
Don't Worry About It (Edited),N.E.R.D.,2004,221.54404
I'm A Lazy Sod (Live),Sex Pistols,1998,126.06649
Heaven's Hung In Black (Reprise),W.A.S.P.,2007,193.74975
Ready For Love,Kelly Sweet,2007,256.93995
Rescue Me,Fontella Bass,1965,165.72036
Cent Mille Guitares,Line Renaud,1994,159.76444
What You Waiting For?,Gwen Stefani,2004,225.41016
Autumn,The Cat's Miaow,1996,46.00118
Pretty Girl (Amended Version),No Address,2005,286.4322
Stop It,The Frequency,2004,195.21261
Life Is Wild,The Clash,1985,159.65995
O Mein Papa,Eddie Calvert,2001,163.52608
Lost,The Cure,2004,232.48934
Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,1995,159.60771
Samba De Duas Notas,Luiz Bonfa,2005,192.78322
Everybody Loves You,Helmet,2004,206.94159
The Long Goodbye,Miranda Lee Richards,2001,243.722
Is It A Myth?,K'Naan,2007,213.13261
Lord of Shadows and Golden Wood,Beherit,1993,202.91873
Dangerous Mood,Keb' Mo',1996,297.66485
Room 13,Black Flag,1981,79.51628
Silent Movies (Album Version),Grant Geissman,1993,349.23057
A Rush Of Blood To The Head (Live In Sydney),Coldplay,2003,410.8273
Synthesizer,OutKast featuring George Clinton,1998,311.30077
Church_ I'm Fully Saved Today,Blind Willie Johnson,1991,187.14077
Decide,Chelsea,1979,301.71383
Manila,Martin Denny,1996,144.71791
Temblando,Alex Ubago,2003,201.09016
Heartburn,Alicia Keys,2003,183.43138
I Want You Back,The Plimsouls,1981,147.9571
LDN (Warbox Original Cut Dub),Lily Allen,2009,234.1873
EZ Cuz You're Beautiful (Album Version),Shifty,2004,192.91383
Portland_ Oregon,The Cat's Miaow,1997,125.25669
Don't Look Back,Grandpa Jones,1995,139.78077
Lil' Boy Fresh,Juelz Santana,2005,233.92608
Sun Shower (Single Version),Busdriver,2007,223.68608
God Smack,Alice In Chains,1992,230.60853
All Of You,Gerald Clayton,2009,329.37751
Samba de Paris,Kyle Eastwood,2009,441.7824
Life Of A Star,MIMS,2009,230.53016
The Things That I Used To Do,Guitar Slim,1953,183.06567
Los Conguitos,Mongo Santamaria,1959,130.01098
"Return Of The ""G",OutKast,1998,289.25342
Laundry & Dishes,Adrienne Pierce,2008,269.63546
Les Trois Orfèvres,Pierre Perret,2007,132.07465
Don't Crush It,Kool Keith,1997,258.19383
Time Will Tell,MxPx,2001,88.73751
Succotash,Claw Hammer,1998,291.7873
Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,2009,318.79791
Interlude (Album Version),My Chemical Romance,2004,57.18159
Desperate Man Blues,Daniel Johnston,1983,219.76771
Ready For The Floor (Radio Edit),Hot Chip,2008,202.10893
The Nightmare Begins,ZombieSuckers,2010,62.95465
Open Up Your Mind (Guido Osorio Club Mix),Eyes Cream,2002,492.30322
I Cannot Believe It's True,Phil Collins,1982,316.39465
Kids Of Tragedy,Suzi Quatro,2004,207.882
Headlock,Esser,2008,191.55546
When My Ship Comes In,Eddie Cantor,1994,196.88444
Shifty Disco Girl,Helen Love,2000,185.36444
Come Next Monday,K.T. Oslin,1993,229.45914
Where To Piss And Shit In Oslo,Black Debbath,2009,278.46485
Lillie Anne,Chalk Farm,1996,294.08608
Autobahn (Live),Kraftwerk,2008,531.61751
Brillantin' Brutal',Falco,1984,228.12689
Midnight Rider,Buddy Miles,1997,218.3571
Sigui,Djelimady Tounkara,2001,303.90812
Two Wars,This Or The Apocalypse,2008,293.66812
Frustration,Rocket From The Tombs,2002,138.44853
Aphrodite (1999 Digital Remaster),The Edgar Broughton Band,1970,245.44608
Leaving Melbourne,TEN MADISON,2006,283.76771
Elle Voulait Jouer Cabaret,Patricia Kaas,1988,247.11791
This Is My Life,Phil Vassar,2008,217.28608
Where Ya Heart At,Mobb Deep,1999,264.64608
Here Comes The Big Parade,Harry Connick_ Jr.,1994,251.76771
Rhymin' Spielin',fIREHOSE,1988,122.64444
Friday Night,Sex Machine ft. Shèna,2006,418.87302
Intro,Styles P,2002,85.02812
Comme hier,Georges Brassens,1953,100.8322
Tenhert,Tinariwen,2009,328.85506
I'm On The Run,JennyAnyKind,2003,326.79138
Untitled,Rhian Sheehan,2004,38.922
Sorry Feat. Rafaqat Ali Khan,Rishi Rich,2006,235.25832
It's Bad For Me (Album Version),The Roches,1980,165.98159
Break The Ice,Britney Spears,2007,530.12853
One of Us,Bottom Of The Hudson,2005,193.35791
RECKLESS,This Is Hell,2008,119.7971
What's Your Damage?,Test Icicles,2005,216.45016
Through Bucky's Eyes,Michael Gettel,1992,232.77669
Sleepwalkers,Non Phixion,1999,222.56281
Baby's First Christmas,Connie Francis,1959,147.17342
Baltimore Oriole (2004 Digital Remaster),George Harrison,1981,238.602
Man In A Suitcase,The Police,1980,137.45587
Humanity,The Berzerker,2000,105.45587
Forever Until Sunday,Bruford,1979,351.42485
Who Cares,Don Gibson,1987,142.94159
Bliss,The Dreamtree Project,2007,798.1971
Planetary Takeover,Snowgoons,2009,239.64689
Rosalita (Come Out Tonight),Bruce Springsteen,1973,591.62077
Spencer-Tracey,Danny Wilson,1987,92.42077
Yesterdays,Vince Guaraldi Trio,1964,242.9122
How Insensitive,Charlie Byrd,2004,361.56036
Thorns of Charon (Pt. 2) - Emerge from Hades,Astarte,1998,419.97016
Monsoon,Jack Johnson,2008,264.82893
I Saw Destruction,The Scare,2009,209.71057
Joe Avery's Piece,Harry Connick_ Jr,1979,192.07791
Hear Me Now,Wet Wet Wet,2004,242.65098
Precís,Casual,2008,213.55057
Terve menoo jätkänretale,Irwin Goodman,1977,200.9073
What You Want,LL Cool J / Freeway,2006,264.48934
Wailin',OutKast,1996,118.9873
Moving Mountains,Usher,2008,309.83791
Satin Doll,The Wes Montgomery Trio,1987,246.80444
When You Were Young,The Killers,2006,269.76608
Watch Out for The Birdsongs,Goldfish,2007,159.45098
In The Hills,Jim Chappell,1994,227.36934
You Are Holy,4Him,1995,296.98567
Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule,2005,255.63383
Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,1967,349.72689
A Sound That Only You Can Hear,K's Choice,1995,252.83873
The Other Boleyn Girl - Opening Titles,Paul Cantelon,2008,146.442
Up On That Cloud,Blue Rodeo,2005,213.34159
Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack,2002,482.55955
Gwithian,Luke Vibert,2005,418.79465
Pichleh Janam Dee,XLNC,1998,386.55955
Boll Weevil,Blind Willie McTell,2001,116.34893
Rosa Rio,Jim Reeves,2000,175.01995
It Don't Mean A Thing (If It Ain't Got That Swing),Charlie Byrd,1991,229.32853
The 4th Dimension (LP Version),Devo,1984,264.33261
Greatest X,Janet Jackson,2008,263.02649
If I Can't Have You,Jackie Wilson,1958,101.77261
La Bamba,The Tokens,1994,154.06975
I Am,Devanic,2006,336.06485
The Devil Made Me Do Dat (LP Version),Young-Holt Unlimited,1970,176.63955
Eriatarka,The Mars Volta,2003,380.42077
Get It Together,Beastie Boys,1994,245.7073
Why Do I,FFH,2000,277.62893
Adelante,Isabel Pantoja,2002,181.65506
Makin' Believe,Kitty Wells,1990,165.61587
Just Say Yes,Snow Patrol,2009,255.60771
The Cross That Bears His Name,Cheri Keaggy,1994,262.24281
Preparation,Vangelis,2004,101.8771
Dr. Bernice,Cracker,1992,380.86485
How Many More Years (LP Version),John Hammond,2002,196.362
Bolivian Surf,Bersuit Vergarabat,1996,180.11383
I See You,Grayson Capps,2005,242.18077
Isabel,Juana Molina,2004,262.89587
China,Tito Puente,1972,295.05261
Yiri Yiri Bon,Ricardo Lemvo,1997,292.12689
A Burrinha,Quinteto Violado,1999,136.77669
Keep The Change,Joe Bataan,2005,199.3922
Evil Woman,Spooky Tooth,1969,545.74975
How Bad Do You Want It,Mark Wills,2003,210.33751
Sometimes I,Plasmatics,1979,230.66077
Azzurro,Jaime Urrutia,2005,278.96118
Ole Ola,Grupo Batuque,1998,270.39302
Bullet Proof ... I Wish I Was (Acoustic),Radiohead,1995,214.7522
Get Down,Amil,2000,269.19138
I Don't Want Your Love,Dealership,2004,103.52281
Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),Hi-Tack,2006,345.96526
Rocket,The Smashing Pumpkins,1993,246.93506
Dido,Kékélé,2001,264.12363
Steel Guiter Stomp,Hank Penny,2008,170.47465
Musical 69,Pepper,2008,172.87791
Sfm,Basement Jaxx,2001,161.85424
Oh Serena,The Distillers,2000,152.68526
Heaven's In New York,Wyclef Jean,2007,287.50322
Screen Kiss,Thomas Dolby,1984,328.72444
Long Distance Moan,Blind Lemon Jefferson,2007,201.79546
Waheera,Arturo Sandoval,1995,315.48036
Port now!,Sirka Ragnar,2007,177.94567
Supercuts,Rodney O & Joe Cooley,1995,346.22649
Annie's Angle,Mando Diao,2004,182.282
Jesus Is Coming Soon,Blind Willie Johnson,1989,193.20118
Bite Back,The All-American Rejects,2005,279.71873
Can I Get A Witness,RUN-DMC,1993,216.65914
Tearing Everyone Down,Anti-Flag,1998,175.25506
Till The End Of The Day (Alternate Mix),Big Star,2009,133.45914
Left For Dead (Album Version),Chimaira,2005,342.36036
Zapando Con La Gente,Sui Generis,1975,269.84444
In The Rain,Pedro Luis e a Parede,1997,151.92771
You Move Me,Rick Astley,1987,225.4624
A Nadie Le Interesa Si Quedás Atrás (Total Que...),Vox Dei,1974,197.04118
Cop It,MIMS,2007,181.28934
The Obsession,The James Taylor Quartet,2003,283.37587
Plasma (Album Version),Sinch,2002,300.72118
How Ya Like Me Now,Kool Moe Dee,1987,336.43057
Tha Stand,Bad Azz,1998,211.30404
Bad Influence,The Robert Cray Band,1983,173.322
Como Boomerang,Juan Carlos Baglietto,1986,205.84444
Nostradamus,Eduardo Dusek,2000,160.7571
Knight -> King 4,Pagan Wanderer Lu,2006,346.25261
Lemons_ For Kevin,Alternative TV,1994,237.08689
Quand j'improvise sur mon piano,Jacques Higelin,1973,163.05587
Autores Anonimos,Chango Spasiuk,1998,36.20526
El Gallo Y La Vaca,Richie Ray & Bobby Cruz,2005,209.162
Second Chances feat. Bilal & Darien Brockington,Little Brother,2010,245.28934
Sixth of June,It Dies Today,2007,184.24118
Family Galaxy,Tim Exile,2009,305.55383
Hello,Jan Wayne,2010,381.28281
A Closure in Infinity,Goatwhore,2003,224.86159
Is It A Sin,Deepest Blue,2004,514.45506
With Tears In My Eyes,Wesley Tuttle,1992,175.22893
When Jesus Comes Calling For Me,Dolly Parton,1998,166.24281
2.000 Kilometros,David Summers,1998,247.77098
He Wasn't Man Enough,Toni Braxton,2000,262.08608
Le Chagrin de Coco,Alexandre Desplat,2009,177.42322
This Is Where It Ends (Album Version),Barenaked Ladies,1996,173.19138
The Suit,Public Image Ltd,1979,209.3971
Abandonada / Blancas azucenas,Sierra Maestra,1992,295.99302
Left Alone...,Philip Glass,2007,93.33506
Schitzo,brokeNCYDE,2008,262.89587
Make It With You,Sugar Minott,2007,207.90812
If Every Day Could Be Christmas,Richie McDonald,2009,290.69016
Baby (LP Version),Prince,1978,190.06649
Put Him Out,Ms. Dynamite / Bounty Killer,2002,241.37098
Rafaniello,99 Posse,1992,351.34649
Set The World On Fire,Britt Nicole,2007,220.36853
All I Ever,Ms. Dynamite,2002,269.81832
You're Laughing Now,Jazz Gillum,1997,165.85098
Heaven Stood Still,Mink DeVille,1980,173.92281
Fire,Steve Vai,2001,363.36281
Long Live The Party,Andrew W.K.,2003,240.40444
Il Y A Des Anges,Line Renaud,1994,140.30322
Zi You Zi Zai,Stephy Tang,2006,205.06077
Si Tu Veux Le Savoir,Marc Lavoine,1995,190.6673
Don't Upset The Rhythm (Go Baby Go),Noisettes,2009,218.46159
Three Wheel Cadillac,Foghat,1983,235.75465
Wake Me Up,Richi M.,1998,590.00118
Crow Killer,Unearth,2008,197.25016
Cattle Call,Slim Whitman,1993,152.42404
Voices Of Other Times,Brian Auger's Oblivion Express,1999,360.30649
No Buts - No Maybes,Professor Longhair,1993,127.37261
A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),Simon & Garfunkel,1966,138.70975
Dance,Tim Hughes,2007,268.2771
La vérité,Annie Blanchard,2007,252.44689
Deep Blue Sea (Daniel Rossen home recording),Grizzly Bear,2008,351.50322
Maria Morena,André Verchuren,1989,139.62404
Me Recuso,Gal Costa,1977,252.02893
Lametavolante,Facto Delafe y las flores azules,2005,127.79057
The Mission,Stephen Marley / Damian Marley,2008,273.89342
Old Shep,Red Foley,1936,192.80934
Arabian Night,The Monroes,1983,219.61098
Why_ Now Baby?,Red Stick Ramblers,2000,194.0371
My Friend the Blind,Workhorse,2007,276.37506
The Tarnished Angels (remastered),Fehlfarben,1991,330.65751
In My Dreams,Lionel Richie,2004,296.09751
From The Ritz To The Rubble,Arctic Monkeys,2004,193.43628
Gullveig,Black Messiah,2009,488.41098
Festival Of Love,Gene Chandler,1994,148.11383
Halloween II,The Misfits,1981,133.27628
Reckoning (Album Version),unloco,2001,205.73995
Motorcycle girl,Eric Burdon,2004,232.64608
Mermaid,Grayson Capps,2006,236.59057
Ballad In Urgency,The Black Crowes,1994,339.25179
Irresistible,Jessica Simpson featuring Lil Bow Wow,2001,215.66649
Electro nicpig,Electronic pig,2005,218.53995
Tumble Down,Burning Spear,1991,217.93914
Come Out Into The Open,Neil Innes,1995,222.87628
Take The Veil Cerpin Taxt,The Mars Volta,2003,521.63873
A Little Louder,DJ Icey,2003,325.98159
Please Listen To My Demo,EPMD,1989,181.39383
Garbage Dump,GG Allin,1999,143.59465
Lo and Beholden,Patti Smith,2000,283.19302
Father John Macleod's Jig,Natalie MacMaster,1999,175.49016
Pennies From Heaven,Dean Martin,1997,134.94812
Take The Long Way Home,Faithless,1998,275.12118
The Waiting,Zombina & The Skeletones,2006,145.3971
