artist_name,title,year,duration
Blind Lemon Jefferson,Long Lonesome Blues,1926,178.38975
Blind Lemon Jefferson,Wartime Blues,1927,185.41669
Blind Lemon Jefferson,Gone Dead On You Blues,1972,165.35465
Blind Lemon Jefferson,Long Distance Moan,2007,201.79546
Blind Willie Johnson,God Don't Never Change,1989,172.25098
Blind Willie Johnson,Jesus Is Coming Soon,1989,193.20118
Blind Willie Johnson,Church_ I'm Fully Saved Today,1991,187.14077
Blind Willie Johnson,You'll Need Somebody On Your Bond,1991,187.16689
Blind Willie Johnson,John the Revelator,1991,198.00771
Blind Willie Johnson,If I Had My Way I'd Tear This Building Down,1996,189.3873
Blind Willie McTell,Writing Paper Blues,1927,191.73832
Blind Willie McTell,Boll Weevil,2001,116.34893
Blink-182,A New Hope,1997,225.12281
Blink-182,All Of This,2003,280.00608
Bloc Party,Zephyrus,2008,247.97995
Bloc Party,One More Chance,2009,166.26893
Bloomfield,Boulevard St. Germain,2006,353.69751
Blue October,Blue Skies,2009,223.29424
Blue October,My Never,2009,225.67138
Blue Rodeo,Floating,1987,491.12771
Blue Rodeo,Fools Like You,1992,280.65914
Blue Rodeo,Up On That Cloud,2005,213.34159
Blue Rodeo,Mystic River,2007,251.402
Blue Rodeo,Never Look Back,2009,199.05261
Blue Rodeo,Million Miles,2009,543.97342
BoDeans,Lookin' For Me Somewhere,1986,186.20036
BoDeans,You Don't Get Much,1989,284.76036
BoDeans,Back Then,2010,216.08444
Boards of Canada,Happy Cycling,1996,472.52853
Bob Carlisle,Man Of No Reputation,1994,331.25832
Bob Dylan,Simple Twist Of Fate,1975,257.61914
Bob Dylan,New Pony,1978,278.96118
Bob Dylan,Trying To Get To Heaven,1997,320.70485
Bob Hope,Merry-Go-Runaround,2003,147.722
Bob Marley,Lively Up Yourself,1991,173.24363
Bob Marley,Corner Stone,1996,135.49669
Bob Marley,Memphis,1999,177.71057
Bob Marley,Small Axe,1999,224.96608
Bob Marley & The Wailers,Smile Jamaica,1992,307.61751
Bob Marley & The Wailers,Rainbow Country (Red Gold And Green Version),2001,258.29832
Bob Marley & The Wailers,Three Little Birds,2007,320.15628
Bob Neuwirth,Biding Her Time,1990,241.10975
Bob Newhart,Herb Philbrick - Counter Spy ( LP Version ),1961,72.33261
Bob Willis,Ida Red,1993,146.72934
Bob Willis,Sugar Blues,2000,172.09424
Bob Wills,South,1991,107.93751
Bob Wills,Bubbles in My Beer,1991,137.42975
Bobaflex,Turn The Heat Up,2005,147.43465
Bobaflex,Medicine,2005,151.43138
Bobbie Gentry,Reunion,1968,156.21179
Bobbie Gentry,Courtyard,1968,177.57995
Bobbie Gentry,Ace Insurance Man,1968,214.96118
Bobby Bland,Drifting From Town To Town,2006,181.49832
Bobby Darin,(I Heard That) Lonesome Whistle,1995,163.52608
Bobby Darin,"Theme From ""Come September"" (LP Version)",2003,155.6371
Bobby Darin,Bullmoose (LP Version),2008,147.93098
Bobby Hutcherson,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),1967,349.72689
Bobby Pulido,La Rosa,1996,187.97669
Bobby Pulido,Mi Alma Esta Enamorada,1996,233.06404
Bobby Pulido,La Bruja Chafa,1999,182.80444
Bobby Pulido,Mi Corazón Y Mi Mente,1999,207.98649
Bobby Pulido,Alma De Metal,1999,216.31955
Bobby Valentin,Yo Soy Abacua,1970,177.50159
Bodies In the Gears of the Apparatus,Xenophobic Hate Machine,2005,126.17098
Bombay Rockers,Rock Tha Party,2004,212.71465
Bon Jovi,Only Lonely,1985,302.28853
Bon Jovi,Raise Your Hands,1986,311.27465
Bon Jovi,This Ain't A Love Song,1995,432.97914
Bon Jovi,The Distance,2002,345.96526
Bon Jovi,The Radio Saved My Life Tonight,2004,314.20036
Bon Jovi,Wildflower,2005,253.83138
Bon Jovi,I Love This Town,2007,286.35383
Bon Jovi,Till We Ain't Strangers Anymore,2008,318.09261
Bon Jovi / Ray Davies,Celluloid Heroes,2002,336.84853
Bone Thugs-N-Harmony,Servin' Tha Fiends,2000,232.202
Bone Thugs-N-Harmony,Murder One,2000,255.73832
Bone Thugs-N-Harmony,2 Glocks,2000,266.05669
Bone Thugs-N-Harmony / Akon,Never Forget Me,2007,286.30159
Boney James And Rick Braun,Shake It Up (Album Version),2000,243.48689
Bongzilla,Witch Weed (Live),1999,397.26975
Bongzilla,Stone a Pig,2002,422.55628
Bongzilla,666lb. Bongsession,2002,475.11465
Bongzilla,Champagne & Reefer,2005,286.58893
Bongzilla,Cutdown,2005,419.68281
Boogie Pimps,Then Came You,2007,333.89669
Boondox,Nothing To Lose,2010,260.10077
Boots Randolph,Lonely Street,1963,150.20363
Bottom Of The Hudson,Eagle Eye,2003,279.90159
Bottom Of The Hudson,One of Us,2005,193.35791
Bounty Killer,Cellular Phone,1995,205.29587
Bounty Killer,Coppershot,2001,221.70077
Bounty Killer,Gun Thirsty,2001,225.25342
Bow Wow Wow,C30 C60 C90 Go,2003,182.9873
Boyz II Men,Motownphilly,1991,245.75955
Boyz II Men,On Bended Knee,1994,329.27302
Boyz II Men,In My Life,2009,151.58812
Brand X,Collapsar,1977,95.76444
Brand X,Hate Zone,1977,281.52118
Brasilian Tropical Orchestra,Yesterday,1999,160.31302
Bravehearts,Sensations,2003,209.03138
Brenda Boykin,Be My Lover,2008,263.73179
Brenda Lee,Your One And Only (LP Version),1960,188.26404
Brenda Lee,Against My Will (LP Version),1960,205.13914
Brenda Lee,Everybody Loves Me But You,1995,151.03955
Brian Auger's Oblivion Express,Voices Of Other Times,1999,360.30649
Brian Eno And David Byrne,The Jezebel Spirit,1981,296.33261
Brian Littrell,Wish,2006,236.45995
Brian Tyler,Festival Of Holi,2007,128.54812
Brian Tyler,I Dream Of Chi Chi,2009,52.87138
Brigada Victor Jara,Parto em terras distantes (2.ª versão),1998,223.76444
Brigada Victor Jara,Parto em terras distantes,1998,312.99873
Britney Spears,Can't Make You Love Me,2000,196.80608
Britney Spears,Oops!...I Did It Again,2000,211.01669
Britney Spears,Don't Go Knockin' On My Door,2000,223.52934
Britney Spears,Everytime,2003,206.81098
Britney Spears,My Prerogative,2004,213.18485
Britney Spears,Someday (I Will Understand),2005,1.04444
Britney Spears,Break The Ice,2007,530.12853
Britney Spears,3,2009,465.47546
Britney Spears feat. Pharrell Williams,Boys,2001,225.48853
Britny Fox,Over And Out [Album Version],1991,285.02159
Britt Nicole,Good Day,2007,203.78077
Britt Nicole,Set The World On Fire,2007,220.36853
Broadcast,Where Youth And Laughter Go,2000,163.91791
Broadcast,One Hour Empire,2003,102.94812
Broadcast,Michael A Grammar,2005,237.00853
Brooke Valentine,American Girl,2005,218.64444
Brooke Valentine,Taste Of Dis (Explicit Version),2005,261.53751
Brooke White,Hold Up My Heart,2009,233.79546
Bruce Rowland,Mountain Theme,1982,113.99791
Bruce Rowland,Rosemary Recalls,1985,84.03546
Bruce Springsteen,Rosalita (Come Out Tonight),1973,591.62077
Bruce Springsteen,Working On The Highway,1984,191.99955
Bruford,Forever Until Sunday,1979,351.42485
Bruno Sanfilippo,The Flight of the serpentarius,1991,291.082
Bruno Sanfilippo,The Fourth Wish,2006,398.602
Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),1973,253.12608
Bryan Ferry,2HB (1999 Digital Remaster),1976,194.61179
Bryan Ferry,Don't Want To Know (1999 Digital Remaster),1994,247.11791
Bryan Ferry,Wildcat Days (1999 Digital Remaster),1994,274.28526
Bryan Ferry,Ja Nun Hons Pris,2002,35.65669
Bryan Ferry,Going Down,2002,188.18567
Bryan White,Love Happens Just Like That (LP Version),1999,166.24281
Bryan White,I Can't Wait 'Til Christmas (LP Version),1999,240.90077
Bryan White,God Gave Me You (Single/LP Version),1999,245.81179
Buckwheat Zydeco,Hot Tamale Baby,1987,246.49098
Buddy Jewell,Sweet Southern Comfort,2003,212.89751
Buddy Johnson,Did You See Jackie Robinson Hit That Ball?,2005,140.01587
Buddy Miles,Don't Keep Me Wondering,1997,121.02485
Buddy Miles,Midnight Rider,1997,218.3571
Buju Banton,Searching,1993,256.78322
Buju Banton,Destiny,1997,239.0722
Buju Banton,Excerpt Of A Speech By Marcus Mosiah Garvey,2003,56.842
Bukka White,Sleepy Man Blues,1940,159.00689
Bukka White,Fixin' To Die Blues,1940,172.30322
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),2005,215.53587
Bullet For My Valentine,4 Words (To Choke Upon),2005,223.76444
Bumblefoot,Piranha,2008,200.35873
Burning Spear,It's A Long Way Around,1977,185.5473
Burning Spear,Civilized Reggae,1980,355.18649
Burning Spear,Tumble Down,1991,217.93914
Burning Spear,Walking In Dub,2009,146.88608
Burt Bacharach,Are You There (With Another Girl),1967,175.882
Bury Your Dead,A Devil's Ransom (Album Version),2008,151.71873
Bury Your Dead,Closed Eyes,2009,290.63791
Busdriver,Beauty Supply And Demand,2004,125.77914
Busdriver,Unemployed Black Astronaut,2005,240.71791
Busdriver,(Bloody Paw On The) Kill Floor,2007,192.1824
Busdriver,Sun Shower (Single Version),2007,223.68608
Busdriver,Sun Shower - Cadence Weapon Remix (Cd),2007,316.21179
Busdriver,Unsafe Sextet/Gilded Hearts of Booklovers,2009,311.11791
Busdriver featuring Abstract Rude & Ellay Khule,Map Your Psyche,2005,255.63383
Busta Rhymes,We Put It Down For Y'all (Explicit LP Version),2000,209.60608
Busta Rhymes,We Got What You Want,2001,231.49669
Busta Rhymes,Genesis,2001,231.60118
Busta Rhymes,Taste It,2002,226.32444
Butthole Surfers,22 Going On 23,1987,263.70567
Butthole Surfers,All Day,1987,512.1824
Butthole Surfers,Tongue,1993,126.64118
Butthole Surfers,Ulcer Breakout,1996,154.85342
Buzzcocks,Get On Our Own,1978,144.77016
Buzzcocks,Strange Thing,1980,219.19302
Buzzcocks,No Reply (Demo),2008,135.23546
Buzzhorn,Pinned To The Ground (album version),2002,239.98649
Byther Smith,I Wish My Mother Was Here,1989,418.87302
Byther Smith,So Unhappy,2004,269.7922
Byzantine,Absolute Horizon,2008,300.01587
Béla Fleck,Punchdrunk,1982,158.98077
Bénabar,Tu Peux Compter Sur Moi,2005,188.94322
Bénabar,Christelle Est Une Ordure,2005,224.9922
Bénabar,La Pierrade,2007,243.59138
C.C. Adcock,Loaded Gun,2004,168.33261
C.C. Adcock,Love N' Gold,2004,272.95302
C.J. Chenier,Banana Man,1992,189.33506
C.L. Smooth,Smoke In The Air (A Cappella),2006,185.18159
CMW - Compton's Most Wanted,This Is A Gang,1992,217.62567
Cabas,Como Nuestro Amor No Hay Dos,2008,207.82975
Cabin Crew,Can't Stop (Mind electric Remix),2009,194.97751
Cadacross,Bring Out Your Dead,2002,217.93914
Café Quijano,Poesía De Amor,1998,262.37342
Café Quijano,Hablando A Un Cristal,1999,205.40036
Café Quijano,En Algún Rincón,1999,255.39873
Café Quijano,En mis besos,2001,215.2224
Cake,Alpha Beta Parking Lot,1998,210.07628
Cake,Arco Arena,2001,91.32363
Cal Tjader,Manuel's Mambo,1956,197.22404
Cal Tjader,Anyone Who Had A Heart,2003,200.12363
Cali,C'est Toujours Le Matin,2003,210.18077
Cali,Il Y A Une Question (Live),2006,328.14975
Cali,Dolorosa (Live),2006,339.80036
Cali,Resistance,2008,156.55138
Call To Preserve,Now And Forever,2006,165.82485
Call To Preserve,Hindsight,2008,44.30322
Call To Preserve,Hope For The Fallen,2008,175.22893
Call To Preserve,Open your Eyes,2008,199.78404
Cam'Ron,O.T. (Skit),2004,24.73751
Cam'Ron,I'm A Chicken Head (Skit),2004,85.96853
Cam'Ron,Bubble Music,2004,231.94077
Cam'Ron,Do Ya Thing (Remix) (Explicit Album Version),2006,174.88934
Cam'Ron,I.B.S. (Amended Album Version),2006,212.79302
Cam'Ron / JR Writer,Shake,2004,208.92689
Cam'Ron / Juelz Santana,Losing Weight Part 2,2002,366.05342
Cam'Ron / Juelz Santana / Jimmy Jones,Come Home With Me,2002,301.50485
Cama,Walk With You,2009,183.562
Cama,In This Life,2009,210.36363
Cama,Fade Away,2009,221.17832
Camp Lo,Sparkle,1997,227.65669
Camp Lo,Uptown,2009,214.46485
Camp Lo,Black Connect 3,2009,267.17995
Cancer Bats,Engine Skull,2009,159.29424
Cancer Bats,Dead Wrong,2010,160.26077
Cancer Bats,Sabotage,2010,180.71465
Candlebox,Breathe Me In,2008,312.842
Candy Lo,Qu Ni De Hun Li,2001,202.57914
Capleton,When Me A Move,1991,223.39873
Capleton,Raggy Road,1997,86.88281
Capleton,Conscience Ah Heng Dem (interlude),2000,29.41342
Capleton,Say Yeah,2005,233.63873
Capone-N-Noreaga,Beef,2009,217.41669
Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,Rotate,2009,256.1824
Captain Hollywood Project,All I Want,1993,372.27057
Captain Hollywood Project,Find Another Way,1995,235.62404
Captain Hollywood Project,The Way Love Is,1995,338.36363
Caramell,Expolodera (som dynamit),1999,218.40934
Cargo Cult,Helium,2004,240.09098
Carl Belew,Am I That Easy To Forget,1959,140.38159
Carl Cox Vs Yousef,I Want You (Forever),1991,357.82485
Carl Crack,Sonnenfreunde,1998,78.96771
Carl Crack,Dogon,1998,256.70485
Carl Smith,Loose Talk,1990,152.42404
Carl Smith,Hey Joe,1993,136.04526
Carl Smith,Hey Joe,1993,141.47873
Carl Smith,Hey Joe,1993,151.24853
Carlos Baute,Te extraño porque te extraño,2008,210.6771
Carlos Nuñez,A Costa De Galicia,2002,237.87057
Carlos Nuñez,St Patrick's An Dro,2003,213.89016
Carlos Nuñez,Camiño De Santiago,2004,275.43465
Carlos Nuñez,Quiero Ir Ao Mar,2005,215.35302
Carlos Nuñez,Gabriel's Oboe (La Mision),2007,179.64363
Carlos Ponce,Todo Lo Que Soy,1999,223.60771
Carlos Ponce,Decir Adios,1999,269.97506
Carlos Ponce,Quiero,2002,240.3522
Carlos Ponce,Escuchame,2003,195.5522
Carlos Vives,Cancion De Amor Eterno,2000,112.90077
Carlos Vives,Si Es Que Te Vas,2000,262.24281
Carpenters,An Old Fashioned Christmas,1992,134.60853
Casa Bulga,Afraid Of Change (Tribal Vocal Mix),2003,401.24036
Casiotone For The Painfully Alone,Rice Dream Girl,1999,108.40771
Casiotone For The Painfully Alone,Dying Batteries,2001,51.01669
Casiotone For The Painfully Alone,Attic Room,2003,188.94322
Casiotone For The Painfully Alone,Happy Mother's Day,2006,47.46404
Casiotone For The Painfully Alone,Nashville Parthenon,2006,175.72526
Casiotone For The Painfully Alone,Bad People,2008,26.80118
Casiotone For The Painfully Alone,Town Topic (Instrumental),2008,115.17342
Casiotone For The Painfully Alone,White Jetta,2009,197.25016
Caspa,Back to '93,2009,371.64363
Caspian,The Dropsonde,2007,125.07383
Cassie,Long Way 2 Go (Album Version),2006,222.74567
Casual,Precís,2008,213.55057
Catupecu Machu,A Veces Vuelvo,2004,266.1873
Cauterize,Shooting Stars,2003,240.43057
Cece Winans,Come On Back Home,1998,248.2673
Cece Winans,Life,1998,248.99873
Cece Winans,The Wind (Tears For You),1998,288.91383
Chalk Farm,Lillie Anne,1996,294.08608
Chango Spasiuk,Autores Anonimos,1998,36.20526
Charanga Forever,Tumba Tumba,2000,367.43791
Charley Patton,Mississippi Boweavil Blues,1929,191.11138
Charley Patton,Moon Going Down,1930,196.62322
Charley Patton,Circle Round The Moon,1990,154.87955
Charley Pride,(I'm So) Afraid Of Losing You Again,1970,188.02893
Charley Pride,Help Me Make It Through the Night,2002,172.09424
Charlie Byrd,Chim Chim Cheree,1989,471.43138
Charlie Byrd,It Don't Mean A Thing (If It Ain't Got That Swing),1991,229.32853
Charlie Byrd,Speak Low,1997,348.21179
Charlie Byrd,How Insensitive,2004,361.56036
Charlie Haden,American Dreams,2002,292.17914
Charlie McCoy,Columbus Stockade Blues,1991,197.79873
Charlie McCoy,Night Life,1991,282.53995
Charlie Patton,34 Blues,1934,173.322
Charlie Peacock,Down in the Lowlands,1986,298.70975
Charlie Peacock,Tears Falling Down,1988,180.13995
Charlie Peacock,Hot Night Downtown,1988,202.34404
Charlie Peacock,After Lovin You (Love Life Album Version),1991,291.21261
Charlie Peacock,Forgiveness (Love Life Album Version),1991,295.20934
Charlie Peacock,Night Won't Last Forever_ The (Kingdom Come Album Version),1999,355.34322
Charlie Rich,Nice 'N' Easy,1997,184.65914
Charlie Rich,You Don't Know Me,1997,268.7473
Charlotte Gainsbourg,Tel Que Tu Es,2006,189.70077
Charlotte Gainsbourg,IRM,2009,154.95791
Charlotte Gainsbourg,Le Chat du Café des Artistes,2009,241.65832
Charly Garcia,Tango,2003,162.71628
Charly García,Bancate Ese Defecto,1983,300.14649
Charly García,Asesíname,2003,223.05914
Chase & Status,Ten Tonne,2005,337.68444
Chase & Status,Trapdoor,2005,398.54975
Chelsea,Right To Work,1977,200.59383
Chelsea,Decide,1979,301.71383
Chelsea,Right to Work (Live),1991,145.55383
Cheo Feliciano,Juguete,1972,269.26975
Cheri Keaggy,The Cross That Bears His Name,1994,262.24281
Cherish The Ladies,The Shaskeen / Gan Ainm,1999,134.81751
Cherrelle,Into My Eyes,1999,290.82077
Chico Cesar,Feriado,2008,238.23628
Chimaira,Left For Dead (Album Version),2005,342.36036
Chimaira,The Flame,2007,323.18649
Chris Clark,If You Should Walk Away,1967,192.65261
Chris Eaton,All Or Nothing,1995,289.07057
Chris Farlowe,Paint It Black,1966,177.57995
Chris Rea,Josephine,1985,308.45342
Chris Rea,Driving Home For Christmas,1986,241.162
Chris Rea,Josephine (French Edit),2008,236.35546
Chris Standring,Fat Tuesday,2003,256.49587
Chris Standring,Say What!?!,2003,269.322
Chris Standring,Mumbo Jumbo (jazz),2006,257.59302
Chris Standring,Through the Looking Glass (jazz),2006,261.0673
Christina Aguilera,Pero Me Acuerdo De Tí,2000,266.73587
Christina Aguilera,Genio Atrapado,2000,278.04689
Christina Aguilera,Cruz,2002,229.53751
Christina Aguilera,Beautiful,2002,236.95628
Christina Aguilera,Walk Away,2002,347.84608
Christophe Beck,Main Title,2002,91.21914
Christophe Beck,Why Jack Called,2006,150.09914
Chroma Key,Salvation,2004,160.31302
Chuck Wicks,If We Loved,2008,222.01424
Chéco Feliciano And Joe King,Nina Nina,2006,273.65832
Ciaran Byrne,Signs Can Hear All,2006,150.282
Cinder,Seven (Album),2006,167.18322
Cinder,Mirror (Album),2006,167.26159
Cinder,The Ride (Album),2006,218.61832
Circle Jerks,Group Sex,1980,63.52934
Circle Jerks,Paid Vacation,1980,88.89424
Circle Jerks,Question Authority,1982,122.64444
Cirrus,Boomerang (Reprise),2002,193.72363
Citizen Kaned,President Johnson,2000,385.33179
City High,What Would You Do?,2001,174.91546
City High,Sista,2001,231.33995
City High,The Only One I Trust,2001,256.33914
Clara Nunes,Nação,1982,213.49832
"Clarence ""Gatemouth"" Brown",Someday My Luck Will Change,1995,333.37424
Claude François,Le chanteur malheureux,1994,197.25016
Claw Hammer,Succotash,1998,291.7873
Clay Crosse,I Surrender All,1998,286.74567
Cliff Bruner,Milk Cow Blues,2004,188.31628
Cliff Edwards/Disney Studio Chorus,When You Wish Upon A Star,1991,193.67138
Clifton Chenier,Johnny Can't Dance,2001,281.15546
Cobra Killer,Kick Jump - Part Jump,1998,112.19546
Cockney Rejects,Beginning Of The End,1987,250.01751
Cockney Rejects,Easy Life (Live),1997,176.01261
Cockney Rejects,Oi! Oi! Oi!,1997,204.93016
Cockney Rejects,Big Time Charlie,2007,182.25587
Cockney Rejects,It's Alright Bruv,2007,241.50159
Coco Montoya,Gotta Mind To Travel,1995,233.482
Cocoa Tea,Can't Stop Cocoa Tea,1991,162.35057
Cocoa Tea,100%,1992,228.96281
Cocoa Tea,Cooling Out,1992,241.29261
Cocoa Tea,Getting Closer,1993,243.17342
Cocoa Tea,Hurry Up And Come,2008,225.54077
ColdWorld,Schmerzensschreie,2008,344.68526
Coldplay,Don't Panic,1999,139.12771
Coldplay,One I Love,2002,274.41587
Coldplay,A Rush Of Blood To The Head (Live In Sydney),2003,410.8273
Coldplay,The World Turned Upside Down,2005,269.34812
Coldplay,Speed Of Sound (Live),2005,285.04771
Coldplay,Things I Don't Understand,2005,295.67955
Colin James,Better Days,1995,280.11057
Colin James,Sending A Message,2003,233.7171
Colombiafrica - The Mystic Orchestra,Sambangole / Tres Golpes Na' Mas,2007,318.79791
Commander Cody & His Lost Planet Airmen,Sister Sue,1973,162.45506
Commander Cody And His Lost Planet Airmen,Crying Time,1974,188.70812
